,text,year,quarter,month,label_old,label_new
2130,아직 정리를 못해써요맛있겠죠,2021,3,7,4,1
2131,국산이라믿고 먹겠습니다,2021,3,7,3,1
2132,냄새는맛있어보여요,2021,3,8,4,1
2133,국산 재료중젤싸요,2021,3,8,4,1
2134,감사합니다 아주 맛있어요,2021,3,9,4,1
2135,양념이 부족해보여요,2021,4,10,1,0
2136,맛있네요강추,2021,4,10,4,1
2137,배소동빠르드고 아주좋습니다,2021,4,10,4,1
2138,맛있게 잘먹겠습니다 ,2021,4,11,4,1
2139,배추김치 정말맞나요,2021,4,11,4,0
2140,짱 맛있어요 감사합니다 ,2021,4,12,4,1
2141,괜찮네요  먹을만해요,2021,4,12,3,1
2142,사대부김치 맛있습니다,2021,4,12,3,1
2143,오늘도 내일도 잘 먹겠습니다,2021,4,12,4,1
2144,역시김치는 사먹는게 짱,2021,4,12,4,1
2145,배송굿 아주 상품 좋아요 ㅎㅎ,2022,1,1,4,1
2146,맛있네요 배송도 빠르고,2022,1,1,4,1
2147,만족합니다 좋아요,2022,1,1,3,1
2148,배송빠르게 잘 받았습니다,2022,1,1,4,1
2149,내입맛은 별로네요,2022,1,1,2,0
2150,아직 먹어보기 전이라서,2022,1,2,3,1
2151,넘넘 맛있어요 재구매했습니다,2022,1,2,3,1
2152,김ㅈ디가 국물이다새서 왔써요,2022,1,2,3,0
2153,잘 받았습니다 맛 괜찮네요,2022,1,3,4,1
2154,기대보단 못하지만 맛있어요,2022,2,5,3,1
2155,맛있어서재구매합니다,2022,2,5,4,1
2156,양념이 적어 좋아요,2022,2,5,4,1
2157,김치중 샐러드 궁합 일티어,2022,2,6,4,1
2158,배송빠르고 맛있고 좋아요,2022,2,6,4,1
2159,맛이 좋아요 강추입니다,2022,2,6,4,1
2160,항상 먹고 있어요맛있어요,2022,3,7,4,1
2161,아이들이 맛있다고 하네요,2022,3,7,3,1
2162,요즘은 사대부만 먹습니다,2022,3,7,3,1
2163,사대부 김치 맛있어요,2022,3,8,4,1
2164,마음에들어요다음에도이용할예정,2022,3,8,4,1
2165,재구매입니다넘맛있어요,2022,3,8,4,1
2166,매우 만족합니다,2022,3,8,4,1
2167,맛있어요 부모님이 좋아하네요,2022,3,9,4,1
2168,가격이 올랐어요,2022,3,9,2,0
2169,맛있어요  감사합니다,2022,3,9,4,1
2170,처음 주문 맛있어요 굿입니다,2022,3,9,4,1
2171,맛있어서 추가구매 했습니다,2022,4,10,4,1
2172,온가족들과 먹고 후기 남길께요,2021,4,10,3,1
2173,싱싱하고 맛있네요,2022,4,10,4,1
2174,맛있어요재구매 해야겠어요,2022,4,10,4,1
2175,맛있어요두번째 구매입니다,2022,4,11,4,1
2176,맛있어요 담에 또 주문할게요,2022,4,11,4,1
2177,김치 익으면 맛있네요,2022,4,11,3,1
2178,김치 맛있고 감사해요,2022,4,11,4,1
2179,저렴하게 잘 샀네요,2022,4,11,3,1
2180,포기김치 먹을만해요,2022,4,11,3,1
2181,김치 여기로 정착했어요,2022,4,11,4,1
2182,포기김치 잘받았네요,2022,4,11,4,1
2183,너무 맛있어서 감사드립니다,2022,4,11,4,1
2184,진짜 엄청 맛있습니다 최고,2022,4,11,4,1
2185,잘받았습니다대박나세요,2022,4,12,4,1
2186,김치는 항상 이곳에서만,2022,4,12,4,1
2187,입맛에 딱이네요,2023,1,1,4,1
2188,저렴하게 구매했어요,2023,1,1,4,1
2189,색깔이 멀겋고 좀 짜네요,2021,2,6,2,0
2190,맛있어서 밥많이먹었네요ㅎㅎ,2021,3,7,4,1
2191,김치는 먹을만 합니다,2021,3,8,3,1
2192,맛이 좀변한듯 맛이 덜하네요,2021,3,8,1,0
2193,맵지않아서 아이먹게좋아요,2021,3,8,4,1
2194,정말 만족합니다,2021,3,8,4,1
2195,맛있어요다음에도   또 ㅎ,2021,3,9,4,1
2196,깔끔하고 맛나요,2021,3,9,3,1
2197,맛도좋구요배송도빠르내요,2021,4,10,3,1
2198,김치가맛있네요,2021,4,10,4,1
2199,맛있ㅇ어요배송 빠릅니다,2021,4,11,4,1
2200,입 맛에맞아요 조금 싱그위요,2021,4,11,3,1
2201,맛있어서 재구매하고 있어요,2021,4,11,3,1
2202,김장 안하려고 재구매했어요,2021,4,11,3,1
2203,조금 싱겁고 간이 약하네요ㅠ,2021,4,11,3,0
2204,자주사먹는 김치입니다,2021,4,11,3,1
2205,감사합니다 맛있어요 ,2021,4,12,4,1
2206,와우 너무 맛있어요 ,2021,4,12,4,1
2207,생김치 맛있고 좋아요,2021,4,12,4,1
2208,맵지않아 아이들이 잘먹어요,2021,4,12,4,1
2209,김치가조아요맛도조아요,2022,1,1,4,1
2210,짜지않고  맛 괜찮습니다,2022,1,3,2,1
2211,항상 맛있게 먹고 있어요,2022,1,3,4,1
2212,항상  만족해요,2022,1,3,4,1
2213,재구매입니다강추합니다,2022,1,3,3,1
2214,잘받았어요강추 합니다,2022,1,3,4,1
2215,싱싱하고 좋아요,2022,2,4,4,1
2216,항상시켜먹어요 진짜맛있네요,2022,2,4,4,1
2217,맛이 은은하네요 감사합니다,2022,2,4,3,1
2218,시원하고 맛있어요,2022,2,5,4,1
2219,두번째주문하네요 맛있어요,2022,2,6,3,1
2220,배송빠르고 맛도 좋습니다,2022,2,6,4,1
2221,맛게 먹는 김치에요,2022,2,6,4,1
2222,어머님이 좋아해요 맛있어요,2022,3,7,3,1
2223,늘 여기서만먹어요 맛있어요,2022,3,7,4,1
2224,익혀서먹으면 맛있을거같아요,2022,3,8,3,1
2225,가성비가 좋아요 굿,2022,3,8,3,1
2226,빠르게 잘 받았습니다,2022,3,8,4,1
2227,두번째 구매요맛 괜찮아요,2022,3,9,4,1
2228,엄마가ㅏ좋나해서기분니좋습니다,2022,3,9,4,1
2229,배송 빠르고 좋아요 ㅎㅎ,2022,3,9,4,1
2230,김재균 감사합니다 감사합니다,2022,3,9,4,1
2231,맛있어요 재구매의사있습니다,2022,3,9,3,1
2232,잘받았습니다  맛있네요,2022,3,9,4,1
2233,가성비 좋습니다,2021,4,10,4,1
2234,맛이 깔끔합니다,2021,4,10,3,1
2235,배송빠르고 맛있어보여요,2021,4,10,4,1
2236,배송 빠르고 물건 좋아요,2022,4,10,4,1
2237,김치 너무 맛있어요,2022,4,10,4,1
2238,만족합니다,2022,4,10,4,1
2239,집에서 담근김치같아요,2022,4,10,4,1
2240,사대부김치맛있어요짱,2022,4,11,3,1
2241,집에서 한거보다 더맛있어요,2022,4,11,3,1
2242,재발송 물품 잘 받았습니다,2022,4,11,3,1
2243,아직맛을안받서요맛나게보이네요,2022,4,11,4,1
2244,배송도 빠르고 맛있어요,2022,4,12,4,1
2245,배송 빠르고 좋아요,2022,4,12,3,1
2246,업소용으로잘쓰고있읍니다맛나요,2022,4,12,4,1
2247,미리 담가둔 걸 발송함,2022,4,12,3,0
2248,매우 맛있습니다 잘샀네요,2023,1,1,4,1
2249,재재구매인데 이번것도 맛나요,2023,1,2,3,1
2250,맛있어서 계속 주문합니다,2023,1,2,4,1
2251,깔끔하고 맛있어요,2023,1,2,4,1
2252,맛있다고 해서세네번째 구입,2023,1,3,4,1
2253,항상 시켜먹어요 맛있습니다,2023,1,3,3,1
2254,아이들도 이집꺼만 먹어요,2023,1,3,4,1
2255,항상 만족합니다,2023,1,3,4,1
2256,맛있는 김치 입니다,2023,1,3,4,1
2257,맛있게 잘 먹고 있습니다,2021,2,5,4,1
2258,맛있네요 잘 먹겠습니다,2021,2,6,4,1
2259,완전 맛있고 좋습니다,2021,3,7,4,1
2260,예쁘게 잘 왔어요 하하호호,2021,3,7,4,1
2261,믿고 먹는 김치네요,2021,3,8,4,1
2262,맛있고 생생하니 좋아요,2021,3,8,4,1
2263,맛있어서 재구매 했습니다,2021,3,8,4,1
2264,맛있어 벌써번째 구매,2021,3,9,4,1
2265,김치 맛있네요굿,2021,3,9,4,1
2266,갓담은 김치네요,2021,3,9,4,1
2267,김치익으면맛있써요,2021,3,9,4,1
2268,짜지 않아서 다행이네요,2021,3,9,3,1
2269,이번건 짜지않고 맛있네요,2021,3,9,4,1
2270,저렴히 잘샀어요,2021,4,10,4,1
2271,조아요 맛있어요 참좋아요,2021,4,10,2,1
2272,맛있게 잘 먹고 있어요,2021,4,10,4,1
2273,잘 겠습니다 고맙습니다,2021,4,11,3,1
2274,김치 맛나네요,2021,4,11,4,1
2275,맛있어서 재구매 했어요,2021,4,11,3,1
2276,배송빠름아직안먹어봐서,2021,4,11,2,1
2277,맛있어요 강추합니다,2021,4,12,4,1
2278,김치 맛 좋습니다,2022,1,1,4,1
2279,입소문 듣고 주문했습니다,2022,1,1,4,1
2280,항상먹는 김치입니다,2022,1,1,4,1
2281,잘받았습니다   맛있어요,2022,1,2,4,1
2282,안전하게 잘 받았습니다,2022,1,3,4,1
2283,품질 너무 좋아요,2022,1,3,4,1
2284,배송 빠르고 좋습니다,2022,1,3,3,1
2285,생김치로  맛있어요,2022,1,3,4,1
2286,배송도 품질도 굿,2022,1,3,4,1
2287,맛있어요 또 주문 할게요,2022,2,4,4,1
2288,맛있어서 재구매했습니다,2022,2,5,4,1
2289,맛나서 또 주문했어요 ㅎㅎ,2022,2,6,4,1
2290,맛있게 잘 먹고 있습네다,2022,3,7,3,1
2291,재구매 입니다맛있어요,2022,3,8,4,1
2292,맛있게 잘 먹을게요,2022,3,8,4,1
2293,생각보다맛있어서기분좋아요,2022,3,8,3,1
2294,너무 맛있어요 감사합니다,2022,3,9,4,1
2295,키로가안됩니다ㅜㅜ,2022,3,9,3,0
2296,빠른배송 아직  시식전,2022,3,9,3,1
2297,맛있습니다재구매할껍니다,2022,3,9,4,1
2298,맛있어서 계속 시켜먹어요,2022,4,10,4,1
2299,맛있네요 또 구매할게요,2022,4,11,4,1
2300,최고입니다최고랍니다,2022,4,11,4,1
2301,맛있게 먹었습니다  추전,2022,4,12,4,1
2302,맛있어서 항상 애용합니다,2022,4,12,4,1
2303,배송빠르고 제품 좋네요,2023,1,1,4,1
2304,계속 구매하는 김치,2023,1,2,4,1
2305,삼삼하니 아이가 좋아해요,2023,1,3,3,1
2306,맛이 괜찮은 듯해요,2021,1,3,4,1
2307,빠르게잘받았습니다 ㅎ,2021,2,4,4,1
2308,배송빠르고 잘먹을께요,2021,2,4,3,1
2309,김치 맛있네요,2021,2,6,3,1
2310,맛있게 잘 먹었습니다,2021,2,6,3,1
2311,맛이깊고 정말 맛있어요,2021,2,6,4,1
2312,맛있게 맵고 맛좋아요,2021,3,7,4,1
2313,맛있어서 재구매 합니다,2021,3,7,3,1
2314,약간싱겁지만 먹을만하네요,2021,3,8,4,1
2315,배송빠르고 맛도좋네요,2021,3,8,4,1
2316,잘받았습니다맛있어요,2021,3,8,4,1
2317,물건받아어요 괜찮네요,2021,3,9,3,1
2318,마음에 드네요 맛있어요,2021,3,9,4,1
2319,맛있어서  재구매했어요,2021,3,9,4,1
2320,학생이 맛있다고 합니다,2021,3,9,4,1
2321,맛있습니다 응원합니다,2021,4,10,4,1
2322,맛있어요  잘먹을게요,2021,4,10,4,1
2323,맛있어서 재구매합니다,2021,4,10,4,1
2324,정말 맛있어요,2021,4,11,4,1
2325,시원한게 맛잇어요,2021,4,12,4,1
2326,맛있어요 좋아요 좋아요,2022,1,3,4,1
2327,조아요 조아 조아요 조아,2022,1,3,3,1
2328,재주문 입니다맛있어요,2022,1,3,4,1
2329,매번 사먹어요맛있어요,2022,2,4,4,1
2330,늘재주문합니다맛있습니다,2022,2,5,4,1
2331,방금 담아서 온듯 맛나요,2022,2,5,3,1
2332,생각보다훨씬맛있어요,2022,2,5,4,1
2333,적극 추천 합니다,2022,3,7,4,1
2334,좋은상품 감사합니다,2022,3,7,4,1
2335,맛있어요고맙습니다,2022,3,8,4,1
2336,맛있어요 감사합니다 ㅎ,2022,3,9,4,1
2337,배송빠르고 맛있어요,2022,3,9,4,1
2338,처음 구매했는데 맛나요,2022,3,9,4,1
2339,익으면 맛있을것 같아요,2021,4,10,4,1
2340,하루 묵혀 김치냉장고로,2022,4,10,4,1
2341,맛있어요  잘먹겠습니다,2022,4,11,4,1
2342,배송 빠르고 맛잇네요,2022,4,11,3,1
2343,맛있어서 또 주문했네요,2022,4,11,4,1
2344,배송도빠르고아주조아요,2022,4,12,4,1
2345,빠른 조치에 좋았습니다,2022,4,12,4,1
2346,맛나요근데살짝 달아요,2021,2,5,3,1
2347,맛있어요또 시킬께요,2021,2,6,4,1
2348,맛있어요 번창하세요,2021,2,6,4,1
2349,김치가맛이없어요,2021,2,6,2,0
2350,완전맛있네요 강추,2021,3,7,4,1
2351,시원하고 좋아여,2021,3,7,4,1
2352,괜찮네요좋아요,2021,3,8,3,1
2353,대박나세요 감사합니다,2021,3,8,4,1
2354,잘받았습니다 맛있네요,2021,3,8,4,1
2355,배송빠르고 좋군요,2021,3,9,4,1
2356,김치 맘에듭니다,2021,3,9,3,1
2357,맛있네요 많이 파세요,2021,3,9,4,1
2358,맛있어서 재구매해요,2021,3,9,4,1
2359,새김치맛있어요,2021,3,9,3,1
2360,배송빠르고 좋아요,2021,3,9,4,1
2361,김치 맛있어요,2021,3,9,4,1
2362,아직 먹어보기 전이예요,2021,4,10,4,1
2363,배송빠르고 좋아여,2021,4,11,4,1
2364,좋아요 맛있습니다,2021,4,12,4,1
2365,맛있어요맛있어요,2022,1,1,4,1
2366,김치값도오르네요,2022,1,1,3,0
2367,맛있게  잘먹을께요,2022,1,2,3,1
2368,맛있어서 재구매했어요,2022,1,3,4,1
2369,감사합니다맛있습니다,2022,2,4,4,1
2370,맛있고 배송 빨라요,2022,2,5,4,1
2371,맛나게잘먹겠읍니다 ㅎㅎ,2022,3,7,4,1
2372,맛있게 잘 먹겠습니다,2022,3,8,4,1
2373,빗깔이 곱고맛있습니다,2022,3,8,4,1
2374,맛은 괜찮은데 짜요,2022,3,9,3,0
2375,맛있어요 잘받았습니다,2022,3,9,4,1
2376,맛있게 먹어요 ㅠㅠ,2022,4,10,4,1
2377,생김치 좋아요,2022,4,10,4,1
2378,만족해요,2022,4,11,4,1
2379,조미료 맛 안나서 굿,2022,4,12,4,1
2380,맛있네여 많이 파세여,2022,4,12,4,1
2381,싱싱합니다,2023,1,1,4,1
2382,항상 맛있게 먹습니다,2023,1,2,4,1
2383,맛있게먹어 또시켰어요,2023,1,3,4,1
2384,김치 좋아요,2021,2,6,4,1
2385,가성비 갑,2021,2,6,3,1
2386,고맙읍니다 고맙읍니다,2021,3,7,4,1
2387,맛은 좋은데 싱겁네요,2021,3,9,3,0
2388,빠르게잘받았습니다,2021,3,9,4,1
2389,총알배송에 감사합니다,2021,4,10,4,1
2390,안익어도 맛있네요,2021,4,11,4,1
2391,감사합니다 맛있어요,2021,4,11,4,1
2392,배송이  빠르네요,2021,4,11,4,1
2393,맛있네요 감사합니다,2021,4,12,4,1
2394,싱겁지만 괜찮아요,2021,4,12,4,1
2395,싱겁지만 신선해요,2022,1,1,3,1
2396,음맛있어요 ,2022,1,2,4,1
2397,배송은 보통입니다,2022,1,2,2,0
2398,맛있어요 많이파세요,2022,1,3,4,1
2399,배송빠르고좋아요,2022,1,3,4,1
2400,그런대로 맛있어요,2022,1,3,3,1
2401,아주 맛나고 좋습니다,2021,4,10,4,1
2402,맛있고 계속 구매함,2022,2,6,4,1
2403,이김치만번째,2022,4,10,4,1
2404,지금당장 구매 하세요,2021,4,10,4,1
2405,너무 맛있어요,2022,4,11,4,1
2406,맛있어요 안짜고,2022,4,11,4,1
2407,보기에맛있어보입니다,2022,4,11,4,1
2408,빠르게 잘받았어요,2022,4,11,4,1
2409,역시나 맛있습니다,2022,4,12,4,1
2410,맛나서 또 주문했어요,2023,1,1,4,1
2411,맛있는데 짜요ㅠㅠ,2023,1,3,3,1
2412,맛있게 먹을께 요,2021,1,3,4,1
2413,슴슴하니 맛있어요,2021,2,6,4,1
2414,아직 미개봉입니다,2021,2,6,4,0
2415,맛있어모 짜지않고,2021,3,7,3,1
2416,명절때 잘먹었어요,2021,4,10,3,1
2417,깔끔해요,2021,4,11,4,1
2418,너무너무 맛있어요,2021,4,11,4,1
2419,맛있게 잘먹을께요,2021,4,11,4,1
2420,맛있습니다 굿,2021,4,12,4,1
2421,배송이 빠르네요,2022,1,3,2,1
2422,왜 이젠 인파나요,2022,2,5,3,0
2423,보너우포우주모더러포,2022,3,7,4,0
2424,늘 맛있어요,2022,3,8,4,1
2425,싱겁기는해도 좋아요,2022,3,9,3,1
2426,맛있게 먹겠습니다,2022,4,10,4,1
2427,생각보다 알차네요,2022,4,11,4,1
2428,매장에서사용중맛나요,2022,4,12,4,1
2429,보쌈으로 해먹었어요,2022,4,12,4,1
2430,슴슴하니 먹을만해요,2023,1,2,3,1
2431,믿음이 갑니다,2023,1,2,4,1
2432,빠름맛 그런대로,2021,2,6,4,0
2433,맛나게 잘 먹어요,2021,3,7,4,1
2434,폭염조금어도착,2021,3,8,3,1
2435,적당,2021,3,9,2,1
2436,맛있어요,2021,4,10,4,1
2437,재재구매 맛나요,2021,4,11,3,1
2438,심심해요,2022,1,1,2,0
2439,맛이 괜찮아요,2022,1,1,4,1
2440,맛있고 좋아요,2022,1,2,4,1
2441,아주맛있어요,2022,1,3,4,1
2442,맛있어요 좋아요,2022,1,3,3,1
2443,고맙습니다,2022,2,6,4,1
2444,만족,2021,4,10,4,1
2445,아주 맛있어요,2022,4,10,4,1
2446,괜찮네요 ,2022,4,11,3,1
2447,울엄니한테 통과됨,2022,4,11,4,0
2448,넘 맛있어요,2022,4,11,4,1
2449,제주도배송좋아요,2021,2,6,4,1
2450,싸게 구매해어요,2021,2,6,3,1
2451,넘나 맛있어요,2021,3,8,4,1
2452,맛있어요 ㅎㅎ,2021,3,9,4,1
2453,역시나 맛나네요,2021,4,10,4,1
2454,역시 맛있어요,2022,2,4,4,1
2455,괜찮은 듯요,2022,3,8,4,1
2456,맛있게 먹게요,2022,4,12,4,1
2457,괜찮아요,2021,4,11,3,1
2458,저번맛이아닌듯,2021,4,11,1,0
2459,마니 파세요,2021,4,12,3,0
2460,찌개 볶음용,2022,1,1,4,1
2461,맛있네요,2022,1,1,3,1
2462,그냥 그렇네요,2022,3,8,2,0
2463,빛깔 굿,2021,4,10,4,1
2464,배송이 느리다,2022,4,11,3,0
2465,빠는배송굿,2022,4,12,4,1
2466,맛있습니다,2023,1,3,4,1
2467,괜찮네요,2021,3,7,4,1
2468,마싯어용,2021,3,8,4,1
2469,포장굿,2021,3,8,3,1
2470,부자 되세요,2021,3,8,4,1
2471,배송은빠름,2021,4,11,2,0
2472,맛이 조아요,2021,4,11,4,1
2473,무난합니다,2021,4,12,4,1
2474,이해합니다,2021,4,12,3,1
2475,식품 상품평,2021,4,12,3,0
2476,넘 싱겁네요,2022,3,8,3,0
2477,계속 애용중,2022,3,8,4,1
2478,맛잇고조아요,2021,4,11,4,1
2479,맛있겠죠,2022,4,11,3,1
2480,너무 맛나요,2023,1,1,4,1
2481,별맛없어요,2021,2,6,2,0
2482,보통입니다,2022,1,3,2,0
2483,보통이에요,2022,2,4,2,0
2484,추천,2022,4,10,4,1
2485,구매결정,2022,4,12,3,1
2486,조아조아요,2022,4,12,4,1
2487,맛나요,2021,2,6,4,1
2488,보통이상,2022,1,3,2,0
2489,맘마미야,2022,1,3,3,1
2490,맛있다,2022,4,11,2,1
2491,조아요,2022,4,11,4,1
2492,ㅎㅎ호호,2022,4,11,3,1
2493,조아오,2021,3,7,4,1
2494,단골,2021,4,10,4,1
2495,보통,2021,4,11,2,0
2496,아요,2022,1,1,4,0
2497,레어,2021,3,8,4,1
2498,좋아요,2022,4,12,4,1
2499,감사합니다,2023,1,1,4,0
2500,잘받았습니다  싸게샀어요,2023,1,2,4,1
2501,차 구매입니다,2021,1,3,4,1
2502,그런대로 먹을만 하답니다,2021,1,3,2,1
2503,첫주문이였는데 맛이있어요 담에도 시켜야겠넉요,2021,1,3,4,1
2504,싸게 잘샀어요,2021,1,3,4,1
2505,잘받았습니다 잘먹겠습니다,2021,2,4,4,1
2506,감사드립니다,2021,2,4,3,0
2507,잘받았습니다,2021,2,4,4,0
2508,아주 만족합니다아주 만족합니다아주 만족합니다,2021,2,4,4,1
2509,잘 받았습니다,2021,2,4,4,0
2510,싸게 잘 샀어요 잘먹을께요,2021,2,4,4,1
2511,좋네요,2021,2,4,4,1
2512,감사합니다 잘받았습니다,2021,2,4,4,0
2513,익으면 맛보구 또 주문하겠습니다,2021,2,4,3,1
2514,맛좋아요,2021,2,4,4,1
2515,항상 시켸먹게되네요 감사드립니다,2021,2,4,4,1
2516,오전에 주문해서 당일발송 되어 다음날 바로 받았어요 빠른 배송 감사합니다 ,2021,2,4,4,1
2517,바른배송 잘받았습니다,2021,2,4,4,1
2518,빠른 배송으로 잘 받았습니다감사합니다,2021,2,4,3,1
2519,자주 구매하는 제품이예요,2021,2,5,3,1
2520,차구매입니다,2021,2,5,4,1
2521,제입에는 그런대로 좋아요,2021,2,5,3,1
2522,받았습니다 ,2021,2,5,3,0
2523,재구매입니다 좋으니까,2021,2,5,3,1
2524,굿,2021,2,5,4,1
2525,익으면더맛남,2021,2,5,4,1
2526,잘먹었습니다,2021,2,5,2,1
2527,맛이 좀 짠거 같아요,2021,2,5,2,0
2528,우리쌀 우리김치가 최고지,2021,2,5,4,1
2529,조금짜네요맛은 그닥,2021,2,6,2,0
2530,많이파세여,2021,2,6,3,1
2531,물이 너무 많아요,2021,2,6,2,0
2532,조아용,2021,2,6,4,1
2533,익으면 어떨지 모르겠지만 많이 짭니다,2021,2,6,2,0
2534,빠른 배송에 잘받았습니다,2021,2,6,3,1
2535,맵지 않아요,2021,2,6,2,0
2536,잘도착요,2021,2,6,4,1
2537,잘먹을께요,2021,2,6,4,1
2538,믿고 먹습니다,2021,2,6,3,1
2539,넘 좋아요,2021,2,6,4,1
2540,항상애용하고있슴니다,2021,2,6,4,1
2541,아직 받아보기만했지 먹어보지진않았네요,2021,2,6,2,1
2542,잘 받았습니다 빠른 배송도 좋아요,2021,2,6,4,1
2543,좋아요 좋아요 좋아요 좋아요 좋아요 좋아요,2021,2,6,3,0
2544,번째구매 짜지않고 딱입니다,2021,2,6,4,1
2545,조금 짜요,2021,2,6,2,0
2546,ㄴㅌㄴㄷㄴㄷㄴㄷㄴㄷㄴㄷㄴㅌ,2021,2,6,4,0
2547,조금 더 익혀 먹으니 맛이 좋아요,2021,2,6,3,1
2548,잘 도착했어요,2021,2,6,4,1
2549,좋아용,2021,2,6,4,1
2550,먹기전입니다,2021,2,6,3,1
2551,잘 받았습니다배달 해주신 기사님께도 감사함을 전합니다감사합니다,2021,2,6,4,1
2552,잘 받았어요,2021,2,6,3,1
2553,아주만족함,2021,2,6,4,1
2554,좋은 상품 잘 받았어요,2021,2,6,4,1
2555,여기것만 먹는데처음과 점점 맛이달라요,2021,2,6,3,1
2556,처음시커서 먹는데어제와서 잘모르겠네요,2021,2,6,3,0
2557,맛잇게 잘 먹고 있습니다,2021,2,6,4,1
2558,조금 싱거워요,2021,2,6,3,0
2559,자주구매합니다,2021,2,6,4,1
2560,맛 네요,2021,2,6,3,1
2561,통에 담아두고 잘 먹고 있습니다,2021,2,6,4,1
2562,좋넹느,2021,3,7,4,1
2563,항상 맛있게 먹고 있습니다항상 맛있게 먹고 있습니다항상 맛있게 먹고 있습니다항상 맛있게 먹고 있습니다항상 맛있게 먹고 있습니다항상 맛있게 먹고 있습니다항상 맛있게 먹고 있습니다,2021,3,7,4,1
2564,좋아요 좋아요 좋아요 좋아요 좋아요,2021,3,7,3,0
2565,믿고 재구매 했어요,2021,3,7,3,1
2566,좋습니다,2021,3,7,4,1
2567,감사합니,2021,3,7,4,1
2568,잘 먹을게요,2021,3,7,4,1
2569,좀 짠듯 잘 먹겠습니다,2021,3,7,3,1
2570,배송이 빨라서 좋아요,2021,3,7,3,1
2571,저럼해요,2021,3,7,4,1
2572,상품평이 좋아서 구매했는데 맛도 좋네요,2021,3,7,3,1
2573,수고하세요,2021,3,7,4,0
2574,빠른배송 맛은 좀 부족,2021,3,7,2,0
2575,세포기 좀 넘게 나오네요 감사합니다,2021,3,7,4,1
2576,맘에들어요,2021,3,7,3,1
2577,좋아요 ㅎㅎ 좋아요 좋아요,2021,3,7,4,1
2578,좋아요 ,2021,3,7,4,1
2579,아주좋아요,2021,3,7,4,1
2580,먹을만하네요,2021,3,7,4,1
2581,ㄱㄴㄷㅂㅈ,2021,3,7,3,0
2582,잘 받았습니다감사합니다,2021,3,8,4,1
2583,좋아요좋아요좋아요좋아요,2021,3,8,2,0
2584,생각보다 맛이없네요,2021,3,8,3,0
2585,감사합니다 잘 먹고 있습니다,2021,3,8,4,1
2586,잘먹을게요,2021,3,8,4,1
2587,네,2021,3,8,4,0
2588,빠른배송 감사합니다,2021,3,8,4,1
2589,상품 좋아요 상품 좋아요,2021,3,8,4,1
2590,옥션에서 이 제품을 구매했어요 좋아요,2021,3,8,4,1
2591,배송 잘 받았습니다,2021,3,8,2,1
2592,재구매했습니다,2021,3,8,4,1
2593,먹고 또 주문할게요,2021,3,8,4,1
2594,잘먹겠습니다,2021,3,8,4,1
2595,아직 맛은 못지만 일단 별 개입니더,2021,3,8,4,0
2596,만족합니다 만족합니다 만족합니다 만족합니다 만족합니다 만족합니다 만족합니다 만족합니다 만족합니다 만족합니다 만족합니다 만족합니다 만족합니다 만족합니다 만족합니다 만족합니다,2021,3,8,4,1
2597,그런대로요,2021,3,8,3,0
2598,아직 먹어보진 않았지만 배송빨라요 맛날거라 생각해요,2021,3,8,4,1
2599,잘받았습니다 감사합니다,2021,3,8,3,0
2600,믿어서 구매했어요사업이번창하세요,2021,3,8,3,1
2601,재구매입니다,2021,3,8,4,1
2602,세번째 시켜먹어요 여기가 제일 좋은거 같아요,2021,3,8,4,1
2603,잘 받아서 잘 먹고 있습니다,2021,3,8,4,1
2604,잘받았습니다 수고하세요,2021,3,8,4,0
2605,잘받았습니다 좋아요,2021,3,8,3,1
2606,물건 잘 받았습니다,2021,3,8,2,1
2607,잘받아서 잘 먹고 있습니다,2021,3,8,4,1
2608,ㅇ,2021,3,8,3,0
2609,딱히 무슨 맛인지 잘 모르겠어요,2021,3,9,4,0
2610,세일해서샀어요,2021,3,9,3,1
2611,굳,2021,3,9,4,1
2612,잘 먹겠습니다,2021,3,9,3,1
2613,맛은 그냥그래요,2021,3,9,2,0
2614,조금 익어서  도착했어요,2021,3,9,3,1
2615,재구매 입니다 잘 받았습니다,2021,3,9,3,1
2616,맛있어요 맛있어요 맛있어요,2021,3,9,4,1
2617,오다가  익었네요,2021,3,9,3,0
2618,쿠폰할인 해서 좋으네요 맛도 좋아요,2021,3,9,3,1
2619,아주 좋아요,2021,3,9,4,1
2620,깊은맛이 전혀 없습니다,2021,3,9,0,0
2621,너무해요,2021,3,9,1,0
2622,삼삼하고간이잘배어있어요,2021,3,9,3,1
2623,감사합니다 잘먹겠읍니다,2021,3,9,4,1
2624,잘 먹을께요,2021,3,9,4,1
2625,잘받았어요,2021,3,9,4,1
2626,빠른배송감사,2021,3,9,2,1
2627,좋아요 감사합니다,2021,3,9,4,1
2628,좋아요좋아요좋아요,2021,3,9,3,0
2629,맛 좋아요 굿,2021,3,9,4,1
2630,싸게 잘 산것 같네요,2021,3,9,4,1
2631,감사합니다수고하세요,2021,3,9,3,1
2632,그냥 그래요,2021,3,9,2,0
2633,맛도 맛이지만 배송이 너무 늦네요,2021,3,9,2,0
2634,믿고 먹어요 ,2021,3,9,3,1
2635,많이 파세요,2021,3,9,2,0
2636,잘 받았습니다 많이 파세요,2021,3,9,3,1
2637,늦었지만 잘 받았어요,2021,3,9,4,1
2638,잘 먹을게여,2021,3,9,3,1
2639, ,2021,3,9,4,0
